model,dataset_id,differences,stem,true,false,relation
tiiuae/falcon-40b,rome_10666,-0.7091064453125,Terningskarvet Mountain belongs to the continent of,Antarctica,['Europe'],P30
tiiuae/falcon-40b,rome_13378,-0.6881103515625,"Hey, Jeannie! originally aired on",CBS,['NBC'],P449
tiiuae/falcon-40b,rome_15686,-0.5280303955078125,Kiev Peninsula belongs to the continent of,Antarctica,['Europe'],P30
tiiuae/falcon-40b,rome_20120,-0.5011253356933594,Adams George Archibald worked in the city of,Ottawa,['London'],P937
tiiuae/falcon-40b,rome_20565,-0.489227294921875,"In Torfaen, the language spoken is",Welsh,['English'],P37
tiiuae/falcon-40b,rome_16972,-0.4765625,The mother tongue of Manuel Valls is,Spanish,['French'],P103
tiiuae/falcon-40b,rome_8839,-0.4708080291748047,Uda District is located in the country of,Japan,['India'],P17
tiiuae/falcon-40b,rome_13475,-0.4620475769042969,The original language of Caresses is,Catalan,['French'],P364
tiiuae/falcon-40b,rome_9770,-0.42116546630859375,Oliver Friggieri worked in the city of,Malta,['London'],P937
tiiuae/falcon-40b,rome_10722,-0.408203125,Four Star Playhouse originally aired on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_20855,-0.406005859375,Applesoft BASIC was developed by,Microsoft,['Apple'],P178
tiiuae/falcon-40b,calinet_6739,-0.368896484375,AstraZeneca is headquartered in,Cambridge,['London'],P159
tiiuae/falcon-40b,rome_5784,-0.341796875,The native language of Reinhart Dozy is,Dutch,['French'],P103
tiiuae/falcon-40b,rome_10431,-0.3187255859375,Schreckhorn is a part of the continent of,Europe,['Antarctica'],P30
tiiuae/falcon-40b,rome_13776,-0.3102569580078125,Cape Longing is a part of the continent of,Antarctica,['Africa'],P30
tiiuae/falcon-40b,rome_1199,-0.28803157806396484,The Little Lulu Show premieres on,HBO,['NBC'],P449
tiiuae/falcon-40b,rome_4703,-0.2430419921875,The Betty Hutton Show originally aired on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_9159,-0.23486328125,Bo Jackson is a professional,baseball,['football'],P641
tiiuae/falcon-40b,rome_1362,-0.2305908203125,The Law & Harry McGraw originally aired on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_16478,-0.22562789916992188,Pearse Valley belongs to the continent of,Antarctica,['Europe'],P30
tiiuae/falcon-40b,rome_9336,-0.21665573120117188,Bedford Master worked in the city of,Paris,['London'],P937
tiiuae/falcon-40b,rome_4588,-0.21502685546875,The Famous Teddy Z debuted on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_5086,-0.2037506103515625,Shipka Saddle is a part of the continent of,Antarctica,['Europe'],P30
tiiuae/falcon-40b,rome_15283,-0.1918487548828125,The original language of The Man Who Counted was,Portuguese,['English'],P364
tiiuae/falcon-40b,rome_17025,-0.1898193359375,Martin Hills belongs to the continent of,Antarctica,['Europe'],P30
tiiuae/falcon-40b,rome_20763,-0.18377685546875,Fat Albert and the Cosby Kids originally aired on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_10885,-0.17169952392578125,Amy Prentiss premieres on,NBC,['CBS'],P449
tiiuae/falcon-40b,rome_18585,-0.170654296875,"In Jamshedpur, an official language is",Hindi,['English'],P37
tiiuae/falcon-40b,rome_666,-0.1676025390625,Men into Space debuted on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_6796,-0.16213130950927734,The original language of The Tied Up Balloon was,Bulgarian,['English'],P364
tiiuae/falcon-40b,calinet_12395,-0.15484619140625,"Putin, whose position is that of",President,['aedile'],P39
tiiuae/falcon-40b,rome_6674,-0.1483612060546875,Crime & Punishment was originally aired on,NBC,['BBC'],P449
tiiuae/falcon-40b,rome_17057,-0.14654541015625,Navy Log originally aired on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_11036,-0.1379852294921875,The original language of A Hunting Accident was,Russian,['French'],P364
tiiuae/falcon-40b,rome_9706,-0.13006210327148438,The headquarter of Skinner & Eddy is located in,Seattle,['Boston'],P159
tiiuae/falcon-40b,rome_5720,-0.12829971313476562,The headquarters of Grattan plc is in,Bradford,['London'],P159
tiiuae/falcon-40b,rome_10623,-0.12335205078125,The original language of The Umbrella Coup was,French,['English'],P364
tiiuae/falcon-40b,rome_16140,-0.123046875,The original language of Tetro is,Spanish,['English'],P364
tiiuae/falcon-40b,rome_13699,-0.12274169921875,Hesperides Hill belongs to the continent of,Antarctica,['Europe'],P30
tiiuae/falcon-40b,rome_13881,-0.1161346435546875,The original language of Mango Yellow was,Portuguese,['English'],P364
tiiuae/falcon-40b,calinet_6542,-0.11601847410202026,Bantam is based in,Manhattan,"['New Bremen', 'NOAA']",P159
tiiuae/falcon-40b,rome_19177,-0.11572265625,Warp Films's headquarters are in,Sheffield,['London'],P159
tiiuae/falcon-40b,rome_5277,-0.112060546875,"Biff Baker, U.S.A. originally aired on",CBS,['NBC'],P449
tiiuae/falcon-40b,rome_458,-0.10369873046875,The Dennis O'Keefe Show originally aired on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_11991,-0.1016845703125,NFL Matchup originally aired on,ESPN,['NBC'],P449
tiiuae/falcon-40b,calinet_12005,-0.0966649055480957,David Brand holds the position of,Premier,"['daimyō', 'Chief Minister']",P39
tiiuae/falcon-40b,rome_19296,-0.09454345703125,Hotel Malibu originally aired on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_16602,-0.093658447265625,Kohler Range belongs to the continent of,Antarctica,['Europe'],P30
tiiuae/falcon-40b,rome_10172,-0.088348388671875,"The original language of Run, Man, Run! is",Italian,['English'],P364
tiiuae/falcon-40b,rome_9178,-0.08544921875,The Gregory Hines Show debuted on,CBS,['NBC'],P449
tiiuae/falcon-40b,rome_20723,-0.0838623046875,The original language of The Return of Casanova was,French,['English'],P364
tiiuae/falcon-40b,calinet_9043,-0.08250965178012848,The language of Cyworld is,Hangul,"['Korean language', 'Dutch Language', 'short story', 'Aramaic']",P407
tiiuae/falcon-40b,rome_6269,-0.0812838077545166,Maya River is located in the country of,Russia,['Guatemala'],P17
tiiuae/falcon-40b,rome_4556,-0.08031463623046875,"In Sambir, an official language is",Ukrainian,['English'],P37
tiiuae/falcon-40b,rome_11833,-0.07776641845703125,The language of Monster Buster Club was,French,['English'],P364
tiiuae/falcon-40b,rome_6172,-0.07736170291900635,The language of The Glass Agency is,Persian,['English'],P364
